Date,Albums w/TEA w/SEA On-Demand,Albums w/TEA w/SEA On-Demand Audio,Albums w/ TEA,Total Album Sales,Physical Albums Sales,Digital Albums Sales,Digital Song Sales,Total Streaming On-Demand,Streaming On-Demand Audio,Streaming On-Demand Video,Total Streaming Programmed,Streaming Programmed Audio,Streaming Programmed Video,Airplay Spins,Airplay Audience
Week 18 2016 04/29/2016 - 05/05/2016,"12,251,502","9,752,866","6,454,094","4,923,862","2,396,568","2,527,294","15,302,317","8,696,112,421","4,948,158,667","3,747,953,754","168,490,496","168,460,446","30,050","3,209,547","14,955,457,900"
Week 19 2016 05/06/2016 - 05/12/2016,"11,534,837","9,033,307","5,815,950","4,292,727","2,524,637","1,768,091","15,232,223","8,578,331,060","4,826,035,277","3,752,295,783","168,449,270","168,420,215","29,055","3,230,372","15,205,422,200"
Week 20 2016 05/13/2016 - 05/19/2016,"10,973,254","8,486,779","5,264,065","3,770,496","2,191,094","1,579,402","14,935,689","8,563,784,271","4,834,071,548","3,729,712,723","294,051,630","294,022,605","29,025","3,213,399","15,074,414,600"
Week 21 2016 05/20/2016 - 05/26/2016,"11,078,990","8,597,640","5,349,299","3,832,849","2,226,756","1,606,093","15,164,502","8,594,536,800","4,872,511,827","3,722,024,973","289,900,119","289,869,850","30,269","3,198,950","15,044,438,800"
Week 22 2016 05/27/2016 - 06/02/2016,"10,407,646","7,976,104","4,804,127","3,469,329","2,010,878","1,458,451","13,347,981","8,405,278,807","4,757,965,777","3,647,313,030","270,901,234","270,871,155","30,079","3,247,412","15,363,928,500"
Week 23 2016 06/03/2016 - 06/09/2016,"10,646,854","8,224,839","5,011,155","3,617,462","2,116,498","1,500,964","13,936,928","8,453,548,775","4,820,526,255","3,633,022,520","275,214,237","275,188,456","25,781","3,240,001","15,226,794,400"
Week 24 2016 06/10/2016 - 06/16/2016,"10,546,999","8,185,613","5,000,400","3,574,922","2,097,315","1,477,607","14,254,780","8,319,898,854","4,777,819,976","3,542,078,878","271,752,129","271,728,586","23,543","3,210,034","15,120,862,400"
Week 25 2016 06/17/2016 - 06/23/2016,"10,743,480","8,411,678","5,217,890","3,758,451","2,220,009","1,538,442","14,594,391","8,288,385,473","4,790,682,007","3,497,703,466","268,580,331","268,557,209","23,122","3,216,211","15,077,831,500"
Week 26 2016 06/24/2016 - 06/30/2016,"10,371,942","8,011,924","4,764,566","3,321,576","1,903,584","1,417,992","14,429,906","8,411,063,579","4,871,036,246","3,540,027,333","271,393,048","271,370,277","22,771","3,236,080","15,418,877,600"
Week 27 2016 07/01/2016 - 07/07/2016,"9,912,190","7,990,416","4,802,894","3,445,483","2,062,841","1,382,641","13,574,111","7,663,944,263","4,781,284,303","2,882,659,960","260,100,604","260,073,462","27,142","3,305,910","15,970,496,200"
Week 28 2016 07/08/2016 - 07/14/2016,"9,639,132","7,718,329","4,522,287","3,209,566","1,915,291","1,294,275","13,127,209","7,675,267,519","4,794,063,202","2,881,204,317","265,113,771","265,090,160","23,611","3,282,911","15,656,813,100"
Week 29 2016 07/15/2016 - 07/21/2016,"9,934,469","7,962,239","4,650,094","3,283,286","1,923,006","1,360,280","13,668,076","7,926,563,360","4,968,217,896","2,958,345,464","286,624,521","286,603,674","20,847","3,273,406","15,513,859,400"
Week 30 2016 07/22/2016 - 07/28/2016,"9,891,373","7,891,564","4,543,837","3,211,506","1,920,542","1,290,965","13,323,309","8,021,304,573","5,021,590,258","2,999,714,315","286,706,491","286,686,209","20,282","3,289,994","15,561,722,700"
Week 31 2016 07/29/2016 - 08/04/2016,"10,237,509","8,224,798","4,825,143","3,475,229","2,047,052","1,428,177","13,499,145","8,118,549,386","5,099,481,605","3,019,067,781","292,972,919","292,952,134","20,785","3,287,630","15,586,737,400"
Week 32 2016 08/05/2016 - 08/11/2016,"10,191,327","8,177,809","4,809,053","3,504,642","2,053,867","1,450,775","13,044,115","8,073,411,049","5,053,133,517","3,020,277,532","285,249,189","285,231,588","17,601","3,290,568","15,511,948,000"
Week 33 2016 08/12/2016 - 08/18/2016,"9,976,827","7,985,593","4,614,229","3,340,769","1,963,950","1,376,819","12,734,604","8,043,896,700","5,057,045,878","2,986,850,822","287,309,397","287,289,192","20,205","3,253,284","15,248,578,000"
Week 34 2016 08/19/2016 - 08/25/2016,"10,388,537","8,390,628","4,891,893","3,630,582","1,950,158","1,680,424","12,613,116","8,244,965,673","5,248,102,004","2,996,863,669","292,525,511","292,505,449","20,062","3,269,097","15,320,283,400"
Week 35 2016 08/26/2016 - 09/01/2016,"10,651,453","8,537,773","4,997,882","3,741,365","2,129,106","1,612,260","12,565,166","8,480,355,932","5,309,836,241","3,170,519,691","276,850,311","276,830,391","19,920","3,279,599","15,333,801,400"
Week 36 2016 09/02/2016 - 09/08/2016,"10,191,821","8,068,743","4,594,833","3,378,084","1,958,186","1,419,898","12,167,485","8,395,482,941","5,210,865,055","3,184,617,886","286,042,395","286,022,825","19,570","3,316,450","15,563,321,600"
Week 37 2016 09/09/2016 - 09/15/2016,"10,330,888","8,210,774","4,661,357","3,470,225","2,029,491","1,440,734","11,911,324","8,504,295,273","5,324,125,241","3,180,170,032","295,073,787","295,053,821","19,966","3,277,286","15,284,053,600"
Week 38 2016 09/16/2016 - 09/22/2016,"10,204,167","8,063,942","4,480,679","3,309,319","1,971,582","1,337,737","11,713,601","8,585,231,647","5,374,894,953","3,210,336,694","290,551,676","290,532,298","19,378","3,253,340","15,122,239,800"
Week 39 2016 09/23/2016 - 09/29/2016,"10,193,501","8,051,360","4,477,019","3,363,770","2,014,516","1,349,253","11,132,495","8,574,723,268","5,361,510,617","3,213,212,651","256,332,806","256,314,720","18,086","3,274,732","15,277,023,100"
Week 40 2016 09/30/2016 - 10/06/2016,"10,301,722","8,152,864","4,610,084","3,465,672","2,061,133","1,404,539","11,444,124","8,537,456,152","5,314,169,141","3,223,287,011","258,143,210","258,123,153","20,057","3,291,019","15,375,690,800"
Week 41 2016 10/07/2016 - 10/13/2016,"10,290,245","8,143,096","4,617,792","3,491,589","2,101,576","1,390,014","11,262,032","8,508,679,377","5,287,954,712","3,220,724,665","249,702,692","249,679,748","22,944","3,238,355","15,236,615,500"
Week 42 2016 10/14/2016 - 10/20/2016,"10,169,222","7,986,463","4,428,216","3,294,512","1,993,460","1,301,051","11,337,040","8,611,509,514","5,337,370,428","3,274,139,086","255,497,029","255,475,848","21,181","3,264,706","15,317,655,300"
Week 43 2016 10/21/2016 - 10/27/2016,"10,440,356","8,246,384","4,722,324","3,604,210","2,123,373","1,480,836","11,181,146","8,577,047,527","5,286,090,314","3,290,957,213","257,807,657","257,786,353","21,304","3,285,239","15,416,148,600"
Week 44 2016 10/28/2016 - 11/03/2016,"10,401,219","8,217,785","4,697,286","3,593,827","2,122,355","1,471,472","11,034,596","8,555,898,292","5,280,748,524","3,275,149,768","254,384,902","254,362,198","22,704","3,297,445","15,459,645,200"
Week 45 2016 11/04/2016 - 11/10/2016,"10,261,760","8,050,696","4,568,550","3,474,935","2,216,802","1,258,133","10,936,147","8,539,815,548","5,223,219,203","3,316,596,345","250,405,613","250,384,621","20,992","3,333,283","15,234,405,800"
Week 46 2016 11/11/2016 - 11/17/2016,"10,824,580","8,533,740","4,823,657","3,715,045","2,316,292","1,398,753","11,086,125","9,001,384,397","5,565,124,413","3,436,259,984","249,995,322","249,975,162","20,160","3,293,475","15,137,771,900"
Week 47 2016 11/18/2016 - 11/24/2016,"12,211,019","9,699,508","5,967,201","4,782,978","3,035,075","1,747,903","11,842,235","9,365,726,104","5,598,460,298","3,767,265,806","240,433,996","240,409,510","24,486","3,350,132","15,502,004,000"
Week 48 2016 11/25/2016 - 12/01/2016,"11,968,748","9,746,527","6,087,853","5,037,541","3,576,454","1,461,087","10,503,122","8,821,341,731","5,488,010,929","3,333,330,802","241,547,193","241,525,365","21,828","3,423,982","15,792,473,900"
Week 49 2016 12/02/2016 - 12/08/2016,"13,076,966","10,658,786","6,737,547","5,621,946","3,925,982","1,695,964","11,156,004","9,509,128,950","5,881,858,593","3,627,270,357","265,086,140","265,063,922","22,218","3,446,233","15,714,863,200"
Week 50 2016 12/09/2016 - 12/15/2016,"13,570,294","11,190,804","7,107,068","5,965,637","4,224,651","1,740,986","11,414,304","9,694,839,209","6,125,604,365","3,569,234,844","263,869,825","263,848,679","21,146","3,458,515","15,614,553,100"
Week 51 2016 12/16/2016 - 12/22/2016,"14,654,124","12,171,534","8,182,466","7,032,713","5,456,240","1,576,473","11,497,526","9,707,486,746","5,983,602,947","3,723,883,799","247,021,913","246,999,694","22,219","3,560,814","16,006,042,700"
Week 52 2016 12/23/2016 - 12/29/2016,"14,112,533","11,511,681","7,710,636","5,713,147","3,548,102","2,165,045","19,974,888","9,602,844,651","5,701,567,485","3,901,277,166","226,899,673","226,877,876","21,797","3,696,448","16,592,157,300"
