Date,Albums w/TEA w/SEA On-Demand,Albums w/TEA w/SEA On-Demand Audio,Albums w/ TEA,Total Album Sales,Physical Albums Sales,Digital Albums Sales,Digital Song Sales,Total Streaming On-Demand,Streaming On-Demand Audio,Streaming On-Demand Video,Total Streaming Programmed,Streaming Programmed Audio,Streaming Programmed Video,Airplay Spins,Airplay Audience
Week 19 2019 05/10/2019 - 05/16/2019,"14,815,784","12,768,457","2,622,141","2,011,087","1,297,369","713,718","6,103,797","21,866,409,650","14,188,929,992","7,677,479,658","3,595,616,020","3,595,616,020",0,"4,005,352","14,318,960,200"
Week 20 2019 05/17/2019 - 05/23/2019,"14,966,699","12,865,763","2,641,697","2,004,715","1,185,442","819,273","6,362,285","22,168,311,117","14,289,801,921","7,878,509,196","3,575,108,961","3,575,108,961",0,"4,017,689","14,292,644,600"
Week 21 2019 05/24/2019 - 05/30/2019,"14,676,696","12,534,449","2,449,602","1,835,335","1,124,836","710,499","6,135,746","22,102,074,953","14,068,647,066","8,033,427,887","3,497,780,461","3,497,780,461",0,"4,064,053","14,604,643,700"
Week 22 2019 05/31/2019 - 06/06/2019,"14,905,785","12,785,732","2,605,329","1,955,181","1,200,231","754,950","6,494,491","22,150,490,828","14,200,293,254","7,950,197,574","3,581,268,496","3,581,268,496",0,"4,071,970","14,502,749,800"
Week 23 2019 06/07/2019 - 06/13/2019,"15,187,374","13,066,308","2,992,235","2,374,733","1,594,304","780,429","6,167,884","22,002,867,884","14,048,871,389","7,953,996,495","3,547,598,645","3,547,598,645",0,"4,045,425","14,289,547,000"
Week 24 2019 06/14/2019 - 06/20/2019,"15,241,343","13,071,157","2,899,142","2,268,996","1,508,615","760,381","6,292,789","22,296,795,722","14,158,601,125","8,138,194,597","3,712,980,824","3,712,980,824",0,"4,035,381","14,277,704,700"
Week 25 2019 06/21/2019 - 06/27/2019,"15,075,977","12,911,020","2,628,426","2,004,759","1,288,060","716,699","6,229,329","22,394,366,863","14,275,776,768","8,118,590,095","3,749,543,510","3,749,543,510",0,"4,020,822","14,284,742,000"
Week 26 2019 06/28/2019 - 07/04/2019,"15,107,994","12,936,550","2,594,002","1,966,733","1,183,605","783,128","6,267,730","22,472,123,748","14,329,208,457","8,142,915,291","3,725,004,829","3,725,004,829",0,"4,088,498","14,732,992,100"
Week 27 2019 07/05/2019 - 07/11/2019,"14,205,781","12,138,013","2,259,848","1,701,033","1,046,407","654,626","5,582,883","21,464,244,980","13,710,114,639","7,754,130,341","3,536,174,574","3,536,174,574",0,"4,080,807","14,907,584,900"
Week 28 2019 07/12/2019 - 07/18/2019,"14,750,870","12,622,575","2,406,554","1,828,757","1,106,860","721,897","5,773,366","22,143,409,523","14,162,302,918","7,981,106,605","3,628,161,080","3,628,161,080",0,"4,047,233","14,630,961,400"
Week 29 2019 07/19/2019 - 07/25/2019,"14,806,117","12,652,782","2,399,622","1,827,945","1,142,822","685,123","5,711,129","22,280,328,144","14,205,322,842","8,075,005,302","3,556,513,592","3,556,513,592",0,"4,061,853","14,627,787,900"
Week 30 2019 07/26/2019 - 08/01/2019,"14,971,935","12,782,771","2,456,060","1,895,083","1,132,008","763,074","5,604,828","22,532,991,272","14,323,626,763","8,209,364,509","3,585,275,841","3,585,275,841",0,"4,085,395","14,706,659,200"
Week 31 2019 08/02/2019 - 08/08/2019,"14,950,468","12,791,313","2,484,022","1,911,766","1,151,146","760,620","5,717,099","22,405,304,783","14,308,473,282","8,096,831,501","3,532,703,447","3,532,703,447",0,"4,057,112","14,653,251,900"
Week 32 2019 08/09/2019 - 08/15/2019,"14,906,371","12,792,884","2,439,581","1,890,179","1,137,317","752,862","5,489,047","22,304,426,739","14,378,848,309","7,925,578,430","3,533,636,358","3,533,636,358",0,"4,045,589","14,569,136,900"
Week 33 2019 08/16/2019 - 08/22/2019,"14,877,433","12,779,608","2,378,158","1,828,365","1,162,186","666,179","5,492,396","22,328,395,942","14,461,552,597","7,866,843,345","3,562,295,735","3,562,295,735",0,"4,035,169","14,534,715,600"
Week 34 2019 08/23/2019 - 08/29/2019,"15,716,398","13,620,425","3,033,175","2,491,458","1,462,248","1,029,210","5,411,994","22,561,033,265","14,701,133,045","7,859,900,220","3,611,494,406","3,611,494,406",0,"4,053,050","14,457,156,800"
Week 35 2019 08/30/2019 - 09/05/2019,"15,101,545","12,997,236","2,649,165","2,118,588","1,264,987","853,601","5,300,907","22,264,478,617","14,373,318,853","7,891,159,764","3,461,216,362","3,461,216,362",0,"4,097,810","14,333,136,300"
Week 36 2019 09/06/2019 - 09/12/2019,"15,168,284","13,132,718","2,522,560","2,001,883","1,253,380","748,503","5,200,809","22,400,810,268","14,767,436,281","7,633,373,987","3,554,907,163","3,554,907,163",0,"4,072,720","14,155,989,800"
Week 37 2019 09/13/2019 - 09/19/2019,"15,191,017","13,090,555","2,407,243","1,877,307","1,168,697","708,610","5,293,528","22,725,040,625","14,848,308,349","7,876,732,276","3,602,054,641","3,602,054,641",0,"4,047,106","14,048,838,300"
Week 38 2019 09/20/2019 - 09/26/2019,"15,256,625","13,182,859","2,508,856","1,994,697","1,301,638","693,059","5,136,190","22,619,285,927","14,842,664,617","7,776,621,310","3,575,994,272","3,575,994,272",0,"4,042,576","13,980,332,700"
Week 39 2019 09/27/2019 - 10/03/2019,"15,352,527","13,260,027","2,490,030","1,996,408","1,295,002","701,406","4,931,009","22,827,607,759","14,980,731,298","7,846,876,461","3,556,458,479","3,556,458,479",0,"4,111,919","14,189,942,000"
Week 40 2019 10/04/2019 - 10/10/2019,"15,266,890","13,170,714","2,565,823","2,057,134","1,344,461","712,673","5,076,119","22,632,266,191","14,771,605,024","7,860,661,167","3,476,809,717","3,476,809,717",0,"4,133,162","14,253,940,300"
Week 41 2019 10/11/2019 - 10/17/2019,"15,045,108","12,926,494","2,276,521","1,792,663","1,171,072","621,591","4,833,859","22,754,006,303","14,809,206,093","7,944,800,210","3,443,855,103","3,443,855,103",0,"4,106,229","14,119,021,600"
Week 42 2019 10/18/2019 - 10/24/2019,"15,098,679","13,022,794","2,235,696","1,750,407","1,129,839","620,568","4,847,425","22,797,459,366","15,012,889,562","7,784,569,804","3,474,705,708","3,474,705,708",0,"4,118,416","14,171,097,600"
Week 43 2019 10/25/2019 - 10/31/2019,"15,148,925","13,080,409","2,405,440","1,940,636","1,184,497","756,139","4,641,825","22,616,070,752","14,859,136,716","7,756,934,036","3,412,609,457","3,412,609,457",0,"4,117,117","14,206,006,100"
